Tsanas 4,377,senentiain jan teeti kirika bakebo menixon jaskaakin tee akantibo jato yoiwe,"finalmente, entrégales a los niños sus cuadernos de trabajo y explícales cómo deben desarrollarlo."
Tsanas 4,378,"jawekeska atiki yoxaman noa yoibata oxe minkoa yokatirin, rama shinaxon ribojanwe jawetio ani santiraki mia kenai, jainxon yoiwe","como nos ha explicado la anciana aquella vez la forma correcta de pedirle a la luna menguante, ahora dibuja la sandía considerando el tamaño  que quisieras y explica."
Tsanas 4,379,mesko jisa santirabo onanti,conociendo la variedad de sandías
Tsanas 4,380,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica a los niños la forma correcta de desarrollar sus trabajos
Tsanas 4,381,"nato tee anoxon, rekenpari bakebaon anibo yokawe, tsoaki santira banaya iki","antes de realizar el trabajo, pregunta primero a sus  padres quién tiene sembrío de sandias."
Tsanas 4,382,"rama bakebo yoiwe yoxaman ochomatani santira wainko jato iwenoxon, yoxan betan joi senea pekao, yoxaman jawen wainko iweai nokoxon jato yoiyai neskaakin, non axemeran riki yamekirishaman santira wainko kati akin, barikoshiketian jotima iki, jawekopi, santira choshi naketian, japekao santira tsamanxo bakebo oinmai, santiranin jisa bakebo yoiyai, jawetio anirin, jatibiki jatio anibires iki, jatibi santiraki jaskara jisabires iki, yoyo ikana pekao, yoxama santira bakebo kokokinai, jainxon westiorabo jato meniai, yoxan ikarake akanai","diles a los niños que visiten la chacra de sandía más cercana de la anciana después de coordinar con ella; la anciana, al verlos que se dirigen a su chacra les dice, según nuestra costumbre debemos irnos muy tempranito a la chacra de sandía, no se puede venir cuando el sol calienta para que la sandía no se seque; luego, junta las sandías y muéstrales a los niños para que identifiquen las variedades que hay y pregúntales ¿es grande?, ¿todas son del mismo tamaño?, ¿son todas del mismo color? después de dialogar, la anciana les invita a comer la sandía; luego, ella les regala a cada uno una sandía, ellos agradecen a la anciana."
Tsanas 4,383,"axetixobonko bakebo iwexon santiranin jisabo oinkana yoikanai: shinankanai wainko oinkana jawekibo, jaskara jisa santira oinkanabo, mekana, tii akana, xetekana, kokokana","en el aula  los niños explican la variedad de sandías que vieron: piensan en todo lo que observaron en la chacra, la variedad de sandías que vieron, tocaron, levantaron, olieron y comieron."
Tsanas 4,384,westiorabo pikoxon yoikanai,cada uno sale al frente y explica
Tsanas 4,385,jainxon westiora ani kirika peinko mesko jisa santirabo ribojana bakebo meniwe ja jisabires katoxon sikati,entrégales a los niños el papelote con  variedad de dibujos de sandías y que coloreen los dibujos parecidos
Tsanas 4,386,bakebo mesko yokabo awe,hazle preguntas a los niños
Tsanas 4,387,¿jawe aki noa yoxan betan katana?,¿a dónde fuimos con la anciana?
Tsanas 4,388,¿jaweki yoxaman yoiya?,¿qué nos explicó?
Tsanas 4,389,¿jawekeska jisaki ika santirabo?,¿cómo eran las sandías?
Tsanas 4,390,¿ani iamax maxkoboki ika?,¿eran chicas o grandes?
Tsanas 4,391,¿matoki santira banaya iki?,¿ustedes tienen sembrío de sandías?
Tsanas 4,392,"senentian bakebo jan teeti kirika menixon jaskaakin ati yoiwe, santirabo ribojana oinwe jawekeska jisaborin, jaweratoboki ja jisabires iki katoxon torokan xepowe","finalmente, entrégales a los niños el cuaderno de trabajo y explícales cómo deben realizar la tarea, que miren los dibujos y  comparen y si son parecidos, los encierran en el círculo."
Tsanas 4,393,santirabo ribojana oinwe jawekeska jisaborin,mira cómo son los dibujos de sandías
Tsanas 4,394,jaweratoboki ja jisabires iki katoxon torokan xepowe,selecciona los parecidos y enciérralos en un círculo
Tsanas 4,395,wai ati onanti,aprendiendo a preparar la chacra
Tsanas 4,396,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica a los niños cómo se prepara la chacra
Tsanas 4,397,westiora yosibetan yoyo ixon joi seneanwe axeti xobonko merati jonon ixon,coordina con un anciano para que venga al aula a visitarnos
Tsanas 4,398,yosin axeti xobonko joxon bakebo yoiyai atsa bananoxon jaskaakin wai ati,"el anciano explica a los niños en el aula: antes de sembrar la yuca, cómo se debe preparar la chacra."
Tsanas 4,399,axeamisnin bakebo mesko yokabo akai,el profesor les hace diferentes preguntas a los niños
Tsanas 4,400,¿jaweboki mia yosin yoiya?,¿qué cosas te dijo el anciano?
Tsanas 4,401,¿wai akinki rekenpari jawe akanai?,¿qué es lo primero que hacen durante la preparación de la chacra?
Tsanas 4,402,¿min aniboboki waiya iki?,¿tus padres tienen una chacra?
Tsanas 4,403,¿jaweboki ja wainkobo banakanai?,¿qué productos siembran en las chacras?
Tsanas 4,404,bakebaon shinanbo ninkawe,escucha las opiniones de los niños
Tsanas 4,405,bakebo jeman pikokinxon mesko jiwibo menixon jaskaakin wai ati iki jonii imawe,"saca a los niños al patio, entrégales diferentes palos y haz que jueguen a la chacra"
Tsanas 4,406,axeti xobonko iwexon jaskati joni ikanabo yokaxon jato yoimawe,regrésalos al aula y haz que cuenten todo lo que han experimentado al jugar a la chacra
Tsanas 4,407,jan teeti kirika bakebo menixon jaskaakin tee atibo yoiwe,entrégales el cuaderno de trabajo y explícales cómo deben hacer las tareas
Tsanas 4,408,yosin atsa bananoxon wai akin ja teebo ati ribojana min xateabo jakon akin joyonkin taxnanwe,"corta todos los dibujos que has hecho según lo explicado por el anciano de cómo sembrar en una chacra, ordénalos y pégalos."
Tsanas 4,409,¿tsoabaonki atsa wai banakinai?,¿quiénes ayudan a sembrar en la chacra?
Tsanas 4,410,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica la manera de cómo trabajar
Tsanas 4,411,nato tee anoxon moamabi bakebaon papabobetan yoyo iwe axeti xobo pekao xabakanon ixon bakebaon jain atsa banakantikopi,"para realizar este trabajo, coordina de antemano con los papás de los niños para que limpien el terreno detrás de la escuela y los niños puedan sembrar la yuca."
Tsanas 4,412,"papabobetan yoyo iwe axeti xobonko merakanon, jokin machito betan atsa taxo betikopi",coordina con los papás para que nos visiten a la escuela y traigan sus machetes y palos de yuca.
Tsanas 4,413,bakebobetan seneanti joibo shinanwe jakonax papabobetan raenankanon,da explicaciones a los niños y que trabajen con los papás ordenadamente
Tsanas 4,414,bakebo jaton papabo betan bokanai jain wai aibakanainko,los niños se van junto con sus papás al lugar donde hicieron la chacra
Tsanas 4,415,westiora papan jato yoiyai atsa banati,un papá les dice que siembren la yuca
Tsanas 4,416,jatio ochobo ati,a ciertas distancias
Tsanas 4,417,jatio ani atsa taxo xateti itan jati taxo banati,cortar el palo de yuca al tamaño indicado y la cantidad a sembrar
Tsanas 4,418,jaskaakin banati yoiyai bakebaon netexon ninkakanai,los niños escuchan silenciosamente la manera correcta de sembrar
Tsanas 4,419,ja pekao papabaon akinaton bakebaon atsa banakanai,después con la ayuda de los padres los niños siembran la yuca
Tsanas 4,420,axeti xobonkoxon axeamisnin mesko yokabo akai,en el aula el profesor hace diferentes preguntas
Tsanas 4,421,¿jaweranoki mato katana?,¿a dónde se han ido?
Tsanas 4,422,¿jaweki maton aka?,¿qué han realizado?
Tsanas 4,423,¿jaweti atsa bero winomaxon atsa taxo banati xatetirin?,¿después de cuántos puntitos del palo de yuca se debe cortar para sembrar?
Tsanas 4,424,"¿jaweti atsa taxoki min bana, westiora niainko?",¿cuántos palos de yuca sembraste en un hueco?
Tsanas 4,425,¿ocho iamax ochomaki min bana?,¿sembraste lejos o cercanos?
Tsanas 4,426,"¿jawerao bechintirinja xoxoti atsa taxon chanka? bakebaon shinanbo ninkawe, jan teeti kirika bakebo menixon jaskaakin tee ati yoiwe, jaskakin atsa banati ribojanabo","¿cuál es la forma correcta de sembrar el palo de yuca? escucha a los niños, entrégales el cuaderno de trabajo y explícales la forma correcta de trabajar, mirando los dibujos de cómo sembrar correctamente la yuca, los trabajos que realizas en la siembra de la yuca. coge los dibujos de los trabajos que se realizan y pégalos."
Tsanas 4,427,senentiain bakebo yoiwe jaskara tee,finalmente diles a los niños que así es el trabajo
Tsanas 4,428,"atsa banakin jaskara teebo ati ribojana oinwe, jawerato teeki papan, titan, bakebenbo itan bake ainbonin ati tee iki, tsoabaonki akinai, jawerato teeboki matonjato akinaibo iki, ja tee akainkobo ribojo tsekaxon taxnanwe","mira los dibujos que contienen la forma correcta de sembrar la yuca, qué trabajos papá, mamá, hijo, hija  pueden realizar, quiénes ayudan, en qué trabajos ayudan ustedes, saca y pega esos trabajos que se realizan en los dibujos."
Tsanas 4,429,atsa tapon raston itan rastonma onanti,conociendo yuca gruesas y delgadas
Tsanas 4,430,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor les explica a los niños cómo hacer el trabajo
Tsanas 4,431,"bekebo jeman pikokinxon bewakinwe, bewai senenxon jato yoiwe toroti jato tsinikinonxon, jaskaati tsiniti yoiwe, jatibi mato torotabo katokokanwe 5 bake, jatian ja banetabora mato niai jatibiai kawanta, kawantani, axeamisn meken tash aka ninkaxon ishtokawanxon westiora bake ikowe, jaskati tsinikanai jatibi, senenxon yoikanai","saca a los niños al patio y canta con ellos, al terminar de cantar diles que se formen en círculos para que juegues con ellos, explícales en qué consiste el juego, todos sepárense en grupos de 5 niños, los que se quedaron se quedan parados y que al golpe de la palma del profesor deben correr y abrazar a un niño, así juegan todos, al final explican (lo sucedido)."
Tsanas 4,432,axeti xobonko bakebo jikikinxon atsa tapon oinmawe,en el aula muéstrales a los niños la yuca gruesa
Tsanas 4,433,yoimawe westiorabo raston imax rastonmarin jato ninkawe,diles que uno por uno diferencien la gruesa de la delgada y escúchalos
Tsanas 4,434,japekao atsa taponbo oinkanaki jato yokabo awe:,"cuando niños terminen de mirar las yucas gruesas, haz las preguntas:"
Tsanas 4,435,"¿jawekeskara jisarin atsa tapon?, ¿jawetio anirin atsabo?, ¿rastonrin, rastonmarin","¿cómo son las raíces de la yuca?, ¿de qué tamaño son las yucas?, ¿las yucas son gruesas o delgadas? ahora entrégales a los niños los materiales que nos ha proporcionado el minedu, diles que reconozcan jugando los pedazos gruesos o delgados de palos."
Tsanas 4,436,bakebaon mesko shinanbo ninkawe,escucha lo que dicen los niños
Tsanas 4,437,kirika pei tsekaxon bakebo meniwe,arranca las hojas del cuaderno y entrégaselas a los niños
Tsanas 4,438,jaskaakin tee ati yoyo axonwe,léeles la manera correcta de cómo deben realizar el trabajo
Tsanas 4,439,atsa tapon rastonbores westiora torokan xepoxon rastomabo ashtaawe,haz que identifiquen con un círculo las yucas gruesas y las delgadas
Tsanas 4,440,atsa mexai iki jonii iti,jugar arrancando la yuca
Tsanas 4,441,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica la manera correcta de hacer el trabajo
Tsanas 4,442,axeamisnin paranta pei pirotaxon beai,el profesor trae la pelota de hojas de plátano
Tsanas 4,443,bakebobetan mesko joibo seneanwe jeman pikoti kanoxon,coordina con los niños algunas pautas antes de salir al patio
Tsanas 4,444,bakebo jeman pikokinxon torokin yakakinxon jato yoiyai ramara atsa mexai iki noa tsinikanai,sal con los niños al patio y haz que se sienten en círculo y explícales que van a jugar arrancando la yuca
Tsanas 4,445,ixon,luego
Tsanas 4,446,neskaakin jato tsinikinwe,juega con ellos de esta manera
Tsanas 4,447,"rekenpari westiora bake katowe atsa wai ibo iti, jainxon jatibi bakebo westiora joyobicho imaxon ashpatax kataxanani yakamaxon pitsomemawe","en primer lugar, escoge a un niño que será el dueño de la chacra de yuca, luego los demás niños se pondrán en una sola fila sentados juntos y abrirán las piernas y se agarrarán de las cinturas."
Tsanas 4,448,"westiora bake katoxon wai ibo imawe jaara paranshoko jawen atsa wai oroi jisati iti jake, jawen meken machito jisakin axon oroi, ja bakebo joyota katekin oroai","escoge a un niño y haz que sea el dueño de la chacra , él será de mentirita el que está cultivando su chacra de yuca, haciendo que su mano haga de machete, cultiva alrededor de los niños que están en fila."
Tsanas 4,449,ja atsankora jake bina,en ese yucal hay avispas
Tsanas 4,450,"ja joni oroai bakebaon otexai, jatian ja wai ibo ikai neskati: nokon wairiki kikin bina icha ichabires itan manish en basi oroama ikax iki, jaabi ja jonin teneanan orokin keyoti jake, moa senen akax neskatai, ramaparira nokon atsa en mexai, jainxon ja rekena bake itina kaxon jawen meken rabe itina atsa taxo xateai jisakin akai, ja pekao ja baken meken yatanxon koshin niniti jake, jatianribi ja pekao bakebo ikatonin chorishakin pitsonti jake","los niños pellizcan al hombre que siembra, entonces el dueño de la chacra dice esto: mi chacra tiene demasiadas avispas y tiene maleza porque hace mucho tiempo no la he cultivado. sin embargo, el hombre, a pesar de lo que debe aguantar, tiene que terminar de cultivar. al terminar, dice esto: recién estoy cosechando mi yuca; luego, se acerca al niño, lo coge de las manos simulando que es el palo de yuca y después jala de las manos al niño, a su vez, los demás niños lo sostienen fuertemente de la cintura."
Tsanas 4,451,jaska jaskabainkira westiora bakebo ninixon tsekati jake atsa tapon mexai keskaakin,"y así, sucesivamente, los demás niños continúan el juego simulando la cosecha de la yuca."
Tsanas 4,452,jawetianki westiora bakebi tsekati yamai jainra nato tsiniti keyotai,"una vez que no haya ningún niño que jalar, el juego se termina aquí."
Tsanas 4,453,"tsini jeneta pekao jato yokawe jawekeska jisa chopaya bakeki mato bebon ika, westiorabo yoyo imawe","al terminar el juego, pregúntale a cada niño con qué color de ropa estaba el que estaba delante suyo, haz que cada un hable."
Tsanas 4,454,"axetixobonko jikikinxo bakebo yokawe jaskati tsinikanabo, jainxon jan teeti kirika menixon jaskaakin tee atibo yoiwe, tsinikana pekao bakebo yokawe: ¿jawekeska jisa chopaya bake bebonki mato ika?, ¿jainxon mato pekao ika bakeki jawekeska jisa chopaya ika?, binabo sikaxon bakebaon chopa jisa jatibi chite jaskara jisa sikawe","al entrar al aula, pregúntale a los niños cómo les ha parecido el juego, luego entrégales el cuaderno de trabajo y diles como deben realizar la tarea, después del juego pregúntales a los niños: ¿con qué color de ropa estaba el niño delante de ti?, ¿con qué color de ropa estaba el niño detrás tuyo?, colorea las avispas y pinta el color de ropa que tenían los niños  en el cuadrado."
Tsanas 4,455,"tsinikana pekao bakebo yokawe: ¿jawekeska jisa chopaya bake bebonki mato ika?, ¿jainxon mato pekao ika bakeki jawekeska jisa chopaya ika?, binabo sikaxon bakebaon chopa jisa jatibi chite jaskara jisa sikawe","después del juego, pregúntales a los niños: ¿qué color de ropa tenía el niño delante de ti?, ¿qué color de ropa tenía el niño que estaba detrás de ti?, colorea las avispas y pinta el color de ropa que tenían los niños  en el cuadrado."
Tsanas 4,456,jan piti noe atibo,condimentos para saborizar los alimentos
Tsanas 4,457,"nato tee anonxon axeamisnin maxe itan koron tapon, bata yochi, panshin yochi, axe, tomate, axeti xobonko beai","para realizar este trabajo el profesor trae achote, guisador, ají dulce, ají charapita, culantro, tomate, al aula."
Tsanas 4,458,bakebo betan yoyo iwe ja tee atiki,conversa con los niños el trabajo a realizar
Tsanas 4,459,"bakebo naman yakakinxon, tasoman yochibo mapekexon jato oinmawe, japekao jato yokawe, jawerin ixon","siéntate con los niños en el suelo, abre el tazón y muéstrales los saborizantes, luego pregúntales qué cosas son."
Tsanas 4,460,bakebo shinanmawe,recuérdales a los niños
Tsanas 4,461,neskakin yoixon,al explicar
Tsanas 4,462,jaweratoborin jan piti noeatibo,cuáles son los saborizantes para saborear las comidas
Tsanas 4,463,maton titanki piti noe axon yoakai,si sus madres preparan la comida con los saborizantes
Tsanas 4,464,bakebaon shinanbo ninkawe japekao jatiapari jato jan piti noeatibo min bea jato oinmawe,"escucha primero la opinión de los niños, luego muéstrales los saborizantes que has traído."
Tsanas 4,465,"bakebo katomawe jaweratorin bata yochi itan panshin yochi, paranta pein tsamanxon jato yoimawe, jaskaaxon katota","haz que los niños cojan reconociendo el ají dulce y el ají charapita en la hoja del plátano, pregúntales cómo lo han seleccionado."
Tsanas 4,466,bakebo yokabo awe,haga las preguntas a los niños
Tsanas 4,467,¿jaweki mato axea?,¿qué han aprendido?
Tsanas 4,468,¿jawekeskara jisaborin jan piti noeatibo?,¿cómo son los saborizantes para enriquecer la comida?
Tsanas 4,469,¿jawekeska sikayarin jan piti noeatibo?,¿qué color tienen los saborizantes?
Tsanas 4,470,¿jawerato jan piti noe atiboribiki maton onana?,¿qué saborizantes más conoces?
Tsanas 4,471,¿jawekeska akinribiki non katoti atipana nato yochibo?,¿qué otras formas existen para seleccionar estos saborizantes?
Tsanas 4,472,bakebo kirika pei meniwe,entrégales las hojas del cuaderno a los niños
Tsanas 4,473,yoyo axonwe ja chibanki tee ati,leeles para que sigan los pasos del trabajo
Tsanas 4,474,jan piti noe atibo ribojana oinxon panshiman sikayabo torokan xepoxon jawerin ja ixon yoiwe,"mirando los saborizantes que están en el dibujo, todo aquello que tenga color amarillo enciérralo y que digan qué (saborizantes) son."
Tsanas 4,475,kokoti yobinbo itan yoabo,frutas y otros alimentos
Tsanas 4,476,axeamisnin jaskaaxon bakebo etan tee atibo yoiya,el profesor les explica a los niños cómo deben realizar el trabajo
Tsanas 4,477,rekenpari bakebo yokawe,primer pregúntale a los niños
Tsanas 4,478,neskaakin,de esta manera
Tsanas 4,479,¿tson papaki yobinbo itan yoabo banaya iki?,¿el padre de algún niño tiene chacra de frutas y alimentos?
Tsanas 4,480,bakebaon yoiyai ninkawe,ahora
Tsanas 4,481,jawerato baken papan waiki ochomatani iki,escucha lo que dicen los niños
Tsanas 4,482,jain kanoxon katowe,escoge de entre los niños a aquel cuyo padre tenga la chacra más cercana
Tsanas 4,483,papa betan joi seneanxon bakebo wainko iwewe,conversa con el padre y lleva a los niños a la chacra
Tsanas 4,484,jaskatax bai napo katibo jato esewe,diles que caminen en la chacra respetando los sembríos
Tsanas 4,485,nokoxon papan jato onanmai jawen waikonia banabo oinmawe,después de las explicaciones que el padre les dio
Tsanas 4,486,¿jaweratoborin yobinbo itan jaweratoborin yoabo?,muéstrales los sembríos de la chacra
Tsanas 4,487,¿jawekopiki non jaskaakin janeai?,¿cuáles son los frutales y  cuáles son los otros alimentos?
Tsanas 4,488,yoyo iwe,¿por qué los llamamos así?
Tsanas 4,489,jaton shinanbo ninkawe,conversen y escucha lo que opinan
Tsanas 4,490,irake akanai ja papa,agradecen al padre
Tsanas 4,491,axeti xobonkoxon bakebo yokawe,"en el aula, pregúntales a los niños."
Tsanas 4,492,"bakebo naman yakakinxon, yobinbo itan yoabo tsamanxon jato oinmawe, japekao jato yokawe, jawerin ixon","siéntate con los niños en el suelo, amontona las frutas y otros alimentos haz que los vean, después pregúntales qué cosa es"
Tsanas 4,493,"bakebo shinanmawe, neskakin yoixon: ¿jaweratoborin kokoti yobinbo?, ¿jaweratoborin yoabo?","recuérdales a los niños de esta manera: ¿cuáles son las frutas?, ¿cuáles los otros alimentos?"
Tsanas 4,494,japekao bakebo katomawe kokoti yobibores itan yoabores tsamanti,luego haz que los niños separen y agrupen solamente frutas y solamente los otros alimentos
Tsanas 4,495,jaskaaxon katota yoikanti jato yoiwe,y pregúntales cómo saben que lo que han separado es correcto
Tsanas 4,496,¿jaweki mato axea?,¿qué ha aprendido?
Tsanas 4,497,¿jawekopoki non kokoti yobinbo akai?,¿por qué les llamamos frutas?
Tsanas 4,498,¿jawekopiki non yoabo akai?,¿por qué les llamamos otros alimentos?
Tsanas 4,499,¿jawe janeborin?,¿qué nombres tienen?
Tsanas 4,500,janepakewe,menciónalos
Tsanas 4,501,¿jawekeskaakinribiki non katoti atipana nato yobinbo itan yoabo?,¿de qué otra forma podemos seleccionar estas frutas y los demás alimentos?
Tsanas 4,502,bakebo kirika pei tsekaxon meniwe,arranca la hoja del libro y entrégaselos a los niños
Tsanas 4,503,yoyo axonwe ja chibanki tee ati,dile cómo deben realizar el trabajo
Tsanas 4,504,ribojobo oinwe,que vean el dibujo
Tsanas 4,505,¿jaweratoborin kokoti yobinbo?,¿cuáles son las frutas para comer?
Tsanas 4,506,¿jaweratoboki yoabo iki?,¿cuáles son los otros alimentos?
Tsanas 4,507,ja ribojobores katoxon xatewe,selecciona esos dibujos y córtalos
Tsanas 4,508,rama ja wetsa pei kirika ikainko tasa ribojana ikainko taxnanwe,ahora pégalos en la otra hoja del libro donde hay una canasta dibujada
Tsanas 4,509,japekao yoiwe jaweratoboki kokoti iki,luego pregúntales qué frutas son
Tsanas 4,510,ribojobo oinwe,mira el dibujo
Tsanas 4,511,¿jaweratoboki kokoti yobinbo iki?,¿qué frutas son?
Tsanas 4,512,¿jaweratoboki piti yoabo iki?,¿cuáles son los otros alimentos?
Tsanas 4,513,rama ja wetsa pei kirika ikainko ribojobo xatewekokotibores itan piti yoabores iki taxnanwe,ahora pégalos en la otra hoja del libro donde hay una canasta dibujada
Tsanas 4,514,jainxo yoiwe,luego pregúntales qué frutas son
Tsanas 4,515,kirika aki mia axea jawekibo jato onamawe,explica a tus compañeros todo lo que has aprendido
Tsanas 4,516,bakebo naman yakakinxon ja tee akanabo bexon jato menipakewe oinkanon,siéntate con los niños en el suelo y muéstrales los trabajos que ellos han realizado
Tsanas 4,517,ja oxe axekana jawekiboki yoyo ikanai,conversan de todo aprendido durante el mes
Tsanas 4,518,jato shinamawe mesko yokabo axon neskaakin,haz diferentes preguntas recordandoles de esta manera
Tsanas 4,519,¿tsoaboki non axeti xobonko meraibata?,¿quiénes nos visitaron al aula durante el mes?
Tsanas 4,520,¿tsoabaon xobonkoki noa meraibata?,¿a la casa de quienes nos hemos acercado?
Tsanas 4,521,¿jaweranoboki noa kaibata mesko jawekibo onantikopi?,¿qué otros lugares hemos visitado para poder aprender más cosas?
Tsanas 4,522,"mesko bewabo axekanaboribi jato bewakinwe, jainxon kirika pei tsekaxon menixon jawerato teeki jawen kenshama ika ja shinanxon ati, ribojanxon sikati yoiwe, seneanxon taxnanxon jato yoimawe jaskara tee akana","canta con los niños todas las canciones aprendidas, luego arranca la hoja del libro y entrégasela para que hagan el trabajo que más les gusta, haz que dibujen y coloreen, una vez terminada, que peguen y expliquen el trabajo que han realizado."
Tsanas 4,523,¿jawerato teeki mia axeameran min kenshaman ika?,¿qué tarea que has aprendido te ha gustado más?
Tsanas 4,524,ribojanxon sikawe,dibújala y píntala
Tsanas 4,525,non netebo,nuestro mundo
Tsanas 4,526,¿non netenkomein tsoabo ja iki?,¿quiénes viven en nuestro mundo?
Tsanas 4,527,torokan xepowe,enciérralos en un círculo
Tsanas 4,528,¿jene netenkoki tsoabo ja iki?,¿quiénes viven en el mundo del agua?
Tsanas 4,529,ribojo ashtaawe,marca los dibujos
Tsanas 4,530,non neteboki yoyo ika,todo lo que se dice sobre nuestro mundo
Tsanas 4,531,non nete itan jene nete,nuestro mundo y el mundo del agua
Tsanas 4,532,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica el trabajo que debe realizar con los niños
Tsanas 4,533,"westiora yosibetan yoyo iwe, axeti xobonko joti chaniwe",conversa con un anciano e invítalo a venir al aula.
Tsanas 4,534,bakebobetan seneanti joibo shinanwe,conversa con los niños sobre los trabajos a realizar
Tsanas 4,535,bakebo toroti yakakixon yosin yoiyaibo ninkakinwe,siéntate en círculo con los niños y escuchen lo que explica el anciano
Tsanas 4,536,yosin yoiyai ninkata pekao jato mesko yokabo awe:,"después de escuchar la explicación del anciano, hazles diferentes preguntas:"
Tsanas 4,537,¿jaweki noa yosin yoiya?,¿qué nos dijo el anciano?
Tsanas 4,538,¿neskara joiboki maton ninkatai iki?,¿antes habían escuchado estas palabras?
Tsanas 4,539,¿non axemeranki shipibobo jaweti neteya iki?,¿según nuestra cultura cuántos mundos tiene el shipibo?
Tsanas 4,540,"ja pekao bakebo kirikanin ribojanxon oinmawe mai nete itan jene nete, jaskaaxon jato yokabo awe:","después de dibujar en el papelote, muéstrales nuestro mundo y el mundo del agua, luego hazles diferentes preguntas:"
Tsanas 4,541,¿jaweki nato ribojoain maton oinai?,¿qué han visto ustedes en este dibujo?
Tsanas 4,542,¿tsoaboki jene netenko ja?,¿quiénes viven en el mundo del agua?
Tsanas 4,543,¿jaweboki non netenko ja?,¿qué cosas encontramos en nuestro mundo?
Tsanas 4,544,"¿nato rabe netenko jaaboki tsoaba iki? bakebaon yoiyai jaton shinanbo, ja ninkata pekao",¿quiénes viven en estos dos mundos? los niños dicen sus opiniones después de escuchar.
Tsanas 4,545,bakebo bewakinwe yoinaki ika,canta con los niños a los animales
Tsanas 4,546,"jainxon bakebo jan teeti kirika pei tsekaxon meniwe, ja pekao bakebo yoiwe yosin jato non neteboki yoiya ninkawana shinanxo tee ati, ribojo oinxon ja yokatabo yoixon ashta awe","luego arranca la hoja del libro y entrégasela, y después explícales a los niños que hagan el trabajo de todo lo que el anciano había explicado, viendo el dibujo, márcalo."
Tsanas 4,547,ribojo oinxon ja yokatabo yoixon ashta awe,"viendo el dibujo, márcalo."
Tsanas 4,548,senentiain maton tee akabo yoikanwe,"finalmente, expliquen todo el trabajo que han realizado."
Tsanas 4,549,nato ribojobo oinxon mia yokatabo yoiwe,viendo estos dibujos responde las preguntas
Tsanas 4,550,non netebo onanti,conociendo nuestros mundos
Tsanas 4,551,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica el trabajo que debe realizar junto con los niños
Tsanas 4,552,nato teebo anoxon bakebo shinankinwe bakish yosin non netebo yoibata,"antes de realizar estos trabajos, haz que los niños recuerden todo lo que nos había explicado el anciano sobre nuestros mundos."
Tsanas 4,553,jainxon bakebo pikokinxon jeman oinmawe,luego saca a los niños al patio y hazles observar
Tsanas 4,554,axeti xobonko joxon bakebaon yokawe ja oinkanabo,regresen al aula y pregúntales todo lo que han observado
Tsanas 4,555,bakebo yoiyai jaton shinanbo,los niños explican lo que han visto
Tsanas 4,556,¿jawekeska jisarin noa jain ja nete?,¿cómo es el mundo en el que vivimos?
Tsanas 4,557,¿tsoabobetanki noa non netenko ja?,¿con quiénes convivimos en nuestro mundo?
Tsanas 4,558,¿non netebichoki ja?,¿existirá solamente nuestro mundo?
Tsanas 4,559,¿nonki non nete koirante ja?,¿debemos cuidar nuestro mundo?
Tsanas 4,560,¿shipiboboreski non netenko jaa?,¿sólo existen los shipibos en nuestro mundo?
Tsanas 4,561,bakebo torokinxon yoiwe,ponte en círculo con los niños y diles
Tsanas 4,562,¿jawekeska jisarin noa jain ja nete?,¿cómo es nuestro mundo?
Tsanas 4,563,"non jeman pikoxon oinwana shinankanwe non niibo, yoinabo, jiwibo, jonibo, wetsa jisa joniboribi,","recuerden que cuando salimos al patio vimos el bosque, animales, árboles, personas y otros hombres parecidos,"
Tsanas 4,564,non yoabo,nuestras chacras
Tsanas 4,565,jaboribi noa ja netenkoniabo,otros seres existentes en nuestro mundo
Tsanas 4,566,jaskarakopira non koiranti itan ninkanani jati jake jabobetan,por eso debemos cuidarnos y escucharnos con los demás
Tsanas 4,567,bakebo shinamekinwe noa jain ja neteki,reflexiona con los niños acerca de nuestro mundo
Tsanas 4,568,ja pekao yokatabo yoikanwe,después respondan las preguntas
Tsanas 4,569,¿jaweboki noa jain jainko ja yoikanta?,¿qué otras cosas existen en nuestro mundo?
Tsanas 4,570,japekao bakebo yoiwe ja tee ati,luego diles a los niños que realicen el trabajo
Tsanas 4,571,jakiribi bakebo shinanmawe noa jain ja nete,nuevamente hazles recordar a los niños sobre nuestro mundo
Tsanas 4,572,"bakebo kirika pei tsekaxon weniwe, jato yoiwe jaskaxon tee ati",arranca la hoja del libro y entrégasela a los niños y diles cómo deben realizar el trabajo
Tsanas 4,573,ribojankin seneanxon,después de terminar de dibujar
Tsanas 4,574,sikaxon yoikanwe matobetan axeai bakebo,coloreen y expliquen a sus compañeros
Tsanas 4,575,bakebo,los niños
